Ticker,Date,Year,Title,Sentiment,Source
VPI,2024-11-14,2024,"Văn Phú - Invest ""chớp"" cơ hội từ trung tâm thịnh vượng mới Thuỷ Nguyên",positive,vneconomy.vn
VPI,2024-11-12,2024,Quỹ đầu tư 50 tỷ USD từ Trung Đông trở thành cổ đông lớn tại Văn Phú - Invest (VPI),neutral,tapchicongthuong.vn
VPI,2024-11-11,2024,"Quỹ đầu tư VIAC nắm giữ 9,3% vốn tại VPI",neutral,vneconomy.vn
VPI,2024-11-08,2024,VPI: Báo cáo về ngày trở thành cổ đông lớn VIAC (No.1) Limited Partnership,neutral,www.hsx.vn
VPI,2024-11-06,2024,VPI: Báo cáo kết quả phát hành cổ phiếu để chuyển đổi trái phiếu,neutral,www.hsx.vn
VPI,2024-11-06,2024,VPI: Thông báo thay đổi số lượng cổ phiếu có quyền biểu quyết đang lưu hành và sửa đổi điều lệ công ty,negative,www.hsx.vn
VPI,2024-10-29,2024,Văn Phú - Invest: Lợi nhuận sau thuế quý 3 tăng gần 240%,positive,vneconomy.vn
VPI,2024-10-25,2024,“Cú hích” tạo đà đưa Thuỷ Nguyên lên thành phố trong năm tới,neutral,vneconomy.vn
VPI,2024-10-21,2024,"Áp lực bán tăng cao, thị trường lại quay đầu lao dốc",positive,vneconomy.vn
VPI,2024-09-23,2024,Văn Phú - Invest mang dòng sản phẩm “signature” Vlasta đến Thủy Nguyên - Hải Phòng,neutral,vneconomy.vn
VPI,2024-09-20,2024,VPI: Quyết định thay đổi niêm yết,positive,www.hsx.vn
VPI,2024-09-17,2024,VPI: Giấy chứng nhận đăng ký chứng khoán thay đổi lần thứ 4,neutral,www.hsx.vn
VPI,2024-09-16,2024,VPI: Nghị quyết HĐQT về việc phát hành cổ phiếu chuyển đổi trái phiếu,neutral,www.hsx.vn
VPI,2024-08-27,2024,VPI: Giải trình BCTC soát xét bán niên năm 2024,neutral,www.hsx.vn
VPI,2024-08-05,2024,VPI: Báo cáo kết quả phát hành cổ phiếu để trả cổ tức,neutral,www.hsx.vn
VPI,2024-07-31,2024,"Bất động sản Bắc Giang khởi sắc, dòng tiền hướng vào đâu?",positive,vneconomy.vn
VPI,2024-07-29,2024,Văn Phú - Invest: Tập trung bàn giao dự án The Terra - Bắc Giang và đẩy mạnh triển khai dự án Vlasta - Thủy Nguyên,neutral,vneconomy.vn
VPI,2024-07-29,2024,VPI: Giải trình chênh lệch LNST Q2/2024 so với cùng kỳ năm trước,negative,www.hsx.vn
VPI,2024-07-25,2024,Quỹ đầu tư của Vương quốc Oman sắp trở thành cổ đông lớn của Văn Phú - Invest,neutral,vneconomy.vn
VPI,2024-07-12,2024,VPI: Thông báo ngày ĐKCC trả cổ tức năm 2023 bằng cổ phiếu,negative,www.hsx.vn
VPI,2024-07-12,2024,VPI: Thông báo về việc ký hợp đồng kiểm toán BCTC năm 2024,neutral,www.hsx.vn
VPI,2024-07-08,2024,VPI: Báo cáo kết quả giao dịch cổ phiếu của người nội bộ Tô Như Thắng,neutral,www.hsx.vn
VPI,2024-07-08,2024,VPI: Thông báo phát hành cổ phiếu để trả cổ tức,neutral,www.hsx.vn
VPI,2024-07-08,2024,VPI: Thông báo ngày ĐKCC để thực hiện quyền trả cổ tức bằng cổ phiếu năm 2023,neutral,www.hsx.vn
VPI,2024-07-04,2024,VPI: Thông báo về ngày ĐKCC để thực hiện quyền thanh toán lãi trái phiếu VPI124001,positive,www.hsx.vn
VPI,2024-06-24,2024,VPI: CBTT giao dịch liên quan đến trái phiếu riêng lẻ,neutral,www.hsx.vn
VPI,2024-06-24,2024,VPI: Thông báo giao dịch cổ phiếu của người nội bộ Tô Như Thắng,neutral,www.hsx.vn
VPI,2024-06-19,2024,VPI: Thông báo nhận được báo cáo kết quả giao dịch cổ phiếu của NNB và NCLQ,neutral,www.hsx.vn
VPI,2024-06-03,2024,VPI: HĐQT thông qua triển khai thực hiện phương án phát hành cổ phiếu để trả cổ tức năm 2023,neutral,www.hsx.vn
VPI,2024-05-28,2024,VPI: Thông báo giao dịch cổ phiếu của người nội bộ Phạm Hồng Châu,neutral,www.hsx.vn
VPI,2024-05-28,2024,VPI: Thông báo giao dịch cổ phiếu của người có liên quan đến người nội bộ Nguyễn Thị Lan,neutral,www.hsx.vn
VPI,2024-05-24,2024,VPI: Thông báo nhận được Quyết định của Sở Giao dịch Chứng khoán Hà Nội về việc chấp thuận niêm yết trái phiếu,neutral,www.hsx.vn
VPI,2024-05-03,2024,VPI: Giấy chứng nhận đăng ký doanh nghiệp thay đổi lần thứ 24,neutral,www.hsx.vn
VPI,2024-05-02,2024,VPI: Giải trình chênh lệch lợi nhuận sau thuế quý 1/2024 so với quý 1/2023,neutral,www.hsx.vn
VPI,2024-04-25,2024,VPI: Thông báo kết quả lấy ý kiến chủ sở hữu TP mã VPI124001,negative,www.hsx.vn
VPI,2024-04-25,2024,VPI: CBTT Biên bản họp và Nghị quyết ĐHĐCĐ thường niên năm 2024,neutral,www.hsx.vn
VPI,2024-04-25,2024,VPI: Thông báo thay đổi nhân sự,neutral,www.hsx.vn
VPI,2024-04-24,2024,"Văn Phú - Invest: Xây chắc nền tảng, hướng tới tương lai",positive,vneconomy.vn
VPI,2024-04-10,2024,VPI: Công bố Báo cáo thường niên 2023,neutral,www.hsx.vn
VPI,2024-04-08,2024,Thị trường bất động sản nhà ở đang trên đà hồi phục,neutral,vneconomy.vn
VPI,2024-04-04,2024,"VPI: Thông báo thời gian, địa điểm và tài liệu họp ĐHĐCĐ thường niên năm 2024",neutral,www.hsx.vn
VPI,2024-03-26,2024,VPI: Thông báo thông qua giao dịch với bên có liên quan,neutral,www.hsx.vn
VPI,2024-03-25,2024,VPI: Giải trình chênh lệch lợi nhuận sau thuế năm 2023 kiểm toán so với năm 2022,neutral,www.hsx.vn
VPI,2024-03-22,2024,"Thị giá lên đỉnh lịch sử, Phó chủ tịch VPI bán ra 3,5 triệu cổ phiếu thu hàng trăm tỷ",neutral,vneconomy.vn
VPI,2024-03-21,2024,VPI: Báo cáo kết quả giao dịch cổ phiếu của người nội bộ Tô Như Thắng,neutral,www.hsx.vn
VPI,2024-03-20,2024,"VPI: Bản trích lục Nghị quyết HĐQT về việc thông qua chủ trương điều chỉnh phương án sử dụng vốn, số tiền thu được tu72d9o75t chào bán trái phiếu ra công chúng 2023",negative,www.hsx.vn
VPI,2024-03-14,2024,VPI: Thông báo về ngày ĐKCC tham dự ĐHĐCĐ thường niên 2024,negative,www.hsx.vn
VPI,2024-03-13,2024,VPI: Thông báo giao dịch cổ phiếu của người nội bộ Tô Như Thắng,neutral,www.hsx.vn
VPI,2024-03-13,2024,VPI: CBTT về việc tái tục hạn mức tín dụng năm 2024-2025 tại NH Indovina - Chi nhánh Thiên Long,neutral,www.hsx.vn
VPI,2024-03-08,2024,VPI: CBTT ngày ĐKCC để thực hiện quyền tham dự ĐHCĐ thường niên năm 2024,neutral,www.hsx.vn
VPI,2024-03-05,2024,VPI: CBTT về việc lập DSCĐ tham dự ĐHĐCĐBT 2024,neutral,www.hsx.vn
VPI,2024-03-01,2024,"Tháng 2, hoạt động mua lại trái phiếu doanh nghiệp tiếp tục ảm đạm, giảm 60% so với tháng trước",negative,vneconomy.vn
VPI,2024-02-06,2024,VPI: Đính chính báo cáo kết quả chào bán trái phiếu ra công chúng không chuyển đổi,neutral,www.hsx.vn
VPI,2024-02-02,2024,VPI: Báo cáo kết quả đợt chào bán trái phiếu ra công chúng,neutral,www.hsx.vn
VPI,2024-01-29,2024,VPI: Giải trình chênh lệch LNST Q4/2023 so với cùng kỳ năm trước,negative,www.hsx.vn
VPI,2024-01-25,2024,VPI: Báo cáo tình hình quản trị công ty năm 2023,neutral,www.hsx.vn
VPI,2024-01-15,2024,"VPI sắp chào bán 6,5 triệu trái phiếu góp vốn vào hai công ty con",neutral,vneconomy.vn
VPI,2024-01-12,2024,VPI: CBTT Giấy chứng nhận đăng ký và Bản cáo bạch chào bán trái phiếu,neutral,www.hsx.vn
VPI,2024-01-08,2024,VPI: CBTT thông qua việc cho vay đối với Công ty TNHH MTV Đầu tư Hùng Sơn,neutral,www.hsx.vn
VPI,2024-01-03,2024,VPI: HĐQT thông qua giao dịch với bên có liên quan trong năm 2024,neutral,www.hsx.vn
BCM,2025-07-30,2025,BCM: Báo cáo tình hình quản trị công ty 06 tháng đầu năm 2025,neutral,www.hsx.vn
BCM,2025-07-30,2025,Bất động sản khu công nghiệp: Cơ hội trong thách thức,positive,tapchicongthuong.vn
BCM,2025-07-25,2025,BCM: Giấy ủy quyền thực hiện CBTT,neutral,www.hsx.vn
BCM,2025-07-21,2025,Becamex IDC (BCM) hợp tác với IFC triển khai mô hình khu công nghiệp sinh thái,neutral,tapchicongthuong.vn
BCM,2025-07-09,2025,BCM: Thông báo về việc gia hạn thời gian lấy ý kiến cổ đông bằng văn bản lần 1 năm 2025,neutral,www.hsx.vn
BCM,2025-07-09,2025,BCM: Nghị quyết HĐQT về việc gia hạn thời gian lấy ý kiến cổ đông bằng văn bản lần 1 năm 2025,neutral,www.hsx.vn
BCM,2025-07-03,2025,BCM: Thông báo thay đổi nhân sự - Miễn nhiệm Phó Tổng Giám đốc thường trực,negative,www.hsx.vn
BCM,2025-07-03,2025,BCM: Thông báo phát hành cổ phiếu để trả cổ tức,neutral,www.hsx.vn
BCM,2025-06-27,2025,BCM: Tài liệu lấy ý kiến cổ đông bằng văn bản lần 1 năm 2025,neutral,www.hsx.vn
BCM,2025-06-27,2025,"VN-Index vượt 1370 điểm, thị trường vẫn tăng trong nghi ngờ",positive,vneconomy.vn
BCM,2025-06-27,2025,BCM: Thông báo công văn của UBCKNN về tài liệu báo cáo phát hành cổ phiếu để trả cổ tức của BCM,neutral,www.hsx.vn
BCM,2025-06-27,2025,BCM: Nghị quyết HĐQT về việc phát hành trái phiếu riêng lẻ năm 2025,neutral,www.hsx.vn
BCM,2025-06-27,2025,BCM: Giấy chứng nhận đăng ký doanh nghiệp thay đổi lần thứ 10,neutral,www.hsx.vn
BCM,2025-06-27,2025,Becamex IDC (BCM) bổ nhiệm tân Tổng giám đốc,negative,tapchicongthuong.vn
BCM,2025-06-26,2025,"Cổ phiếu bất động sản vừa và nhỏ sắp ""tái sinh""?",neutral,vneconomy.vn
BCM,2025-06-25,2025,BCM: Nghị quyết HĐQT về việc miễn nhiệm và bổ nhiệm TGĐ - Người ĐDPL,neutral,www.hsx.vn
BCM,2025-06-25,2025,BCM: Thông báo thay đổi nhân sự công ty,neutral,www.hsx.vn
BCM,2025-06-23,2025,"Lợi nhuận toàn thị trường ước tăng 14% trong quý 2/2025: Xây dựng và Cảng biển bùng nổ, Bất động sản vẫn hụt hơi",positive,vneconomy.vn
BCM,2025-06-23,2025,"Cổ phiếu bất động sản khu công nghiệp: ""Dài cổ"" chờ thuế quan?",neutral,vneconomy.vn
BCM,2025-06-21,2025,"Becamex IDC (BCM) chuẩn bị chia cổ tức 11%, nâng vốn lên gần 11.500 tỷ đồng",neutral,tapchicongthuong.vn
BCM,2025-06-18,2025,BCM: Nghị quyết HĐQT về việc triển khai thực hiện phương án phát hành cổ phiếu để trả cổ tức năm 2024,neutral,www.hsx.vn
BCM,2025-06-13,2025,BCM: Thông báo ngày ĐKCC lấy ý kiến cổ đông bằng văn bản,negative,www.hsx.vn
BCM,2025-06-06,2025,Becamex IDC (BCM) chuẩn bị lấy ý kiến cổ đông về chào bán cổ phiếu ra công chúng,neutral,tapchicongthuong.vn
BCM,2025-06-05,2025,BCM lấy ý kiến cổ đông về việc chào bán cổ phiếu để tăng vốn,positive,vneconomy.vn
BCM,2025-06-04,2025,BCM: Nghị quyết HĐQT về việc chốt danh sách cổ đông để thực hiện quyền lấy ý kiến cổ đông bằng văn bản lần 1 năm 2025,neutral,api.hsx.vn
BCM,2025-05-23,2025,"BCM: Đính chính Phụ lục IV của Báo cáo tình hình quản trị công ty năm 2022, 2023, 6 tháng năm 2024",neutral,api.hsx.vn
BCM,2025-05-19,2025,BCM: Thông báo thay đổi nhân sự HĐQT,neutral,api.hsx.vn
BCM,2025-05-19,2025,Becamex IDC (BCM) khởi công 2 dự án khu công nghiệp “khủng”,neutral,tapchicongthuong.vn
BCM,2025-05-15,2025,BCM: Bổ sung tài liệu họp ĐHĐCĐ thường niên năm 2025 lần 2,neutral,api.hsx.vn
BCM,2025-05-13,2025,"Sau khi tăng 20-30%, cổ phiếu bất động sản nguy cơ quay đầu giảm, nhường chỗ cho nhóm xuất khẩu, logistics?",neutral,vneconomy.vn
BCM,2025-05-12,2025,BCM: Thông báo bổ sung tài liệu họp ĐHĐCĐ thường niên năm 2025,neutral,api.hsx.vn
BCM,2025-04-28,2025,Becamex IDC (BCM) dồn lực cho 2 dự án KCN “khủng” tại Bình Dương,neutral,tapchicongthuong.vn
BCM,2025-04-24,2025,BCM: Tài liệu họp ĐHĐCĐ thường niên năm 2025,neutral,www.hsx.vn
BCM,2025-04-21,2025,BCM: Báo cáo thường niên năm 2024,neutral,www.hsx.vn
BCM,2025-04-14,2025,"Giá giảm mạnh, BCM tạm hoãn đấu giá 300 triệu cổ phiếu ngày 28/4 tới",negative,vneconomy.vn
BCM,2025-04-10,2025,BCM: Đính chính Phụ lục IV của Báo cáo tình hình quản trị công ty năm 2024,neutral,www.hsx.vn
BCM,2025-04-10,2025,BCM: Nghị quyết HĐQT về việc tạm hoãn triển khai đợt chào bán thêm cổ phiếu ra công chúng,neutral,www.hsx.vn
BCM,2025-04-02,2025,BCM: Thông báo về ngày đăng ký cuối cùng tham dự ĐHĐCĐ thường niên năm 2025,negative,www.hsx.vn
BCM,2025-03-25,2025,BCM: Thông báo về ngày đăng ký cuối cùng để thực hiện quyền tham dự ĐHĐCĐ thường niên năm 2025,neutral,www.hsx.vn
BCM,2025-03-24,2025,BCM: Nghị quyết HĐQT về việc gia hạn thời gian tổ chức ĐHĐCĐ thường niên năm 2025,neutral,www.hsx.vn
BCM,2025-03-24,2025,BCM: Nghị quyết HĐQT về việc chốt danh sách cổ đông để tổ chức ĐHĐCĐ thường niên năm 2025,neutral,www.hsx.vn
BCM,2025-03-21,2025,"Thanh khoản sụt giảm mạnh, tín hiệu của dòng tiền chờ đợi",negative,vneconomy.vn
BCM,2025-03-20,2025,Điểm danh 4 nhóm ngành sẽ hút mạnh dòng tiền thời gian tới,neutral,vneconomy.vn
BCM,2025-03-12,2025,Trao quyết định đầu tư dự án Khu công nghiệp VSIP Nam Định,neutral,vneconomy.vn
BCM,2025-03-11,2025,"Chuyên gia: Ngưỡng hỗ trợ gần nhất của VN-Index là 1.300 điểm, nếu chỉnh sâu hơn sẽ về 1.260 điểm",positive,vneconomy.vn
BCM,2025-03-10,2025,VN-Index sẽ xuất hiện các phiên rung lắc mạnh đan xen trong quá trình đi lên,positive,vneconomy.vn
BCM,2025-02-28,2025,Liên danh Shinec - Chứng khoán SSI muốn làm các khu công nghiệp “khủng” tại Khánh Hoà,neutral,tapchicongthuong.vn
BCM,2025-02-27,2025,VCB “gồng” chỉ số sát mốc 1300 điểm,negative,vneconomy.vn
BCM,2025-02-24,2025,Dòng tiền cá nhân và tổ chức kéo VN-Index vượt 1.300 điểm,positive,vneconomy.vn
BCM,2025-02-19,2025,BCM: Thông báo bán đấu giá cổ phiếu ra công chúng,neutral,www.hsx.vn
BCM,2025-02-19,2025,"VN-Index đột phá ngưỡng 1280 điểm, cổ phiếu vừa và nhỏ tăng nóng",positive,vneconomy.vn
BCM,2025-02-18,2025,"Cổ phiếu ngân hàng “tái chiến”, VN-Index công phá “phòng tuyến” 1280 điểm",neutral,vneconomy.vn
BCM,2025-02-17,2025,BCM: Thông báo nhận được công văn của UBCKNN về việc chấp thuận gia hạn Giấy chứng nhận đăng ký chào bán thêm cổ phiếu ra công chúng,neutral,www.hsx.vn
BCM,2025-02-11,2025,"Thấy gì từ con số 470.000 tỷ trái phiếu phát hành mới năm 2024, nhưng chỉ 36.000 tỷ phát ra công chúng?",negative,vneconomy.vn
BCM,2025-02-10,2025,"Loạt cổ phiếu trụ giảm sâu, HPG bị xả mạnh giá thủng đáy 4 tháng",negative,vneconomy.vn
BCM,2025-02-10,2025,"Cổ phiếu thép chao đảo vì thuế quan, tiền bắt đáy tăng vọt, thanh khoản lên đỉnh 30 phiên",positive,vneconomy.vn
BCM,2025-02-08,2025,BCM sắp đấu giá công khai 300 triệu cổ phiếu với giá 69.600 đồng/cổ phiếu,neutral,vneconomy.vn
BCM,2025-02-05,2025,BCM: Thông báo giấy chứng nhận đăng ký chào bán thêm cổ phiếu ra công chúng,neutral,www.hsx.vn
BCM,2025-02-02,2025,Khởi công cao tốc TP. HCM - Thủ Dầu Một - Chơn Thành đoạn qua tỉnh Bình Dương,neutral,tapchicongthuong.vn
BCM,2025-01-21,2025,BCM: Nghị quyết HĐQT về việc tăng tỷ lệ sở hữu tại BVP,neutral,www.hsx.vn
BCM,2025-01-10,2025,BCM: Giấy chứng nhận đăng ký doanh nghiệp thay đổi lần thứ 19,neutral,www.hsx.vn
BCM,2025-01-09,2025,"Sốc với thanh khoản, dòng tiền nghỉ Tết sớm?",neutral,vneconomy.vn
